age,income,loan_amount,credit_score,employment_years,debt_to_income,gender,ethnicity,loan_approved
66,30449,10509,846,28,0.6252185036264537,Female,Black,0
58,70290,42842,688,30,0.7446461378758095,Female,White,1
34,146688,18900,697,24,0.19660024974871027,Male,Hispanic,1
57,106661,19523,457,23,0.4615673200967833,Male,Asian,0
48,92954,6881,303,18,0.21963566779235572,Female,Black,0
51,42746,38037,466,1,0.6592755923874994,Female,White,0
41,87990,6630,767,21,0.004259352456851407,Male,Black,1
62,78810,25789,708,19,0.4518553303091169,Female,Black,1
52,138362,27523,711,32,0.2713627450175344,Female,White,1
65,103297,22958,503,7,0.2581469656622562,Male,Hispanic,0
23,35223,48852,493,24,0.5159250590919336,Female,Hispanic,0
36,92237,6695,534,8,0.6811875594511951,Male,Black,0
47,22597,19821,449,33,0.487356313114661,Male,White,0
24,85677,8262,458,22,0.682538382917378,Male,Hispanic,0
27,22659,6445,578,4,0.211677689504824,Female,Black,0
58,106516,21436,703,24,0.4156014838119849,Female,Asian,1
49,94567,14949,610,7,0.36042923125366083,Female,White,1
51,35037,28963,367,15,0.009315919602476975,Female,Asian,0
45,146498,34932,762,14,0.44544971451259213,Male,Asian,1
32,66738,11901,387,0,0.5292194593169399,Male,Black,0
47,123965,38487,516,21,0.47353152353525607,Female,White,0
54,91678,13597,300,2,0.5890239190267372,Female,Hispanic,0
46,32109,11855,434,37,0.4570716227624617,Female,Hispanic,0
39,42010,23678,650,13,0.05340020388060554,Female,Black,0
21,28787,13263,439,35,0.09315641926776914,Male,Hispanic,0
37,128400,30805,432,17,0.47717966203516193,Female,Hispanic,0
49,28472,31143,477,17,0.21998335357891216,Male,Asian,1
53,135111,16874,657,2,0.06371610322781267,Female,Asian,1
67,43383,32529,679,9,0.34368219475883743,Female,White,0
21,81709,25866,749,38,0.4434580784669243,Female,Asian,1
44,89785,19079,762,0,0.26299679067968523,Male,Hispanic,1
34,133253,12243,407,26,0.5763469617806224,Female,White,0
29,54518,34872,421,26,0.5150164864809957,Male,White,0
39,73909,14018,316,10,0.2662546888733376,Male,Black,1
34,38351,17100,495,4,0.6038980231268485,Female,Asian,0
27,89624,24800,626,6,0.5189560340264284,Male,White,0
18,73330,31910,617,18,0.5099563029743217,Male,Hispanic,0
39,142477,34437,778,28,0.44274216062965444,Male,White,1
43,35282,42588,551,14,0.009111734470842237,Female,White,0
35,104866,16001,802,34,0.5572057467815114,Male,Black,1
67,127945,24942,418,36,0.3008334328873252,Male,Hispanic,0
31,41778,25862,797,11,0.7540877681269245,Female,Hispanic,0
64,44264,16669,785,29,0.6543878168617643,Female,Asian,0
46,79675,20916,344,19,0.4701555756250498,Male,Hispanic,1
29,25075,15878,613,36,0.20174558545541554,Male,White,1
53,95948,7985,478,2,0.1629739146221333,Male,Hispanic,1
52,68454,37369,717,8,0.27230787014203933,Male,Hispanic,1
69,48365,13112,377,38,0.3812543548640148,Female,White,0
29,92766,46235,625,25,0.2368524080311577,Female,Black,0
24,68200,23931,656,1,0.41194359631398625,Male,Asian,1
46,31002,32340,715,22,0.13229634041054875,Female,Asian,1
28,33947,5336,814,22,0.7821702502604,Male,Black,1
50,99222,47933,513,20,0.0863396439719951,Female,White,1
23,114840,24363,373,15,0.7455553117234976,Female,Asian,0
64,136219,8968,808,8,0.7308624091221559,Male,Black,1
32,98610,38678,631,12,0.42028838545559843,Male,Black,0
49,72142,21279,392,27,0.5799282174688675,Male,Black,0
68,76307,8129,818,26,0.3488386383780703,Male,Asian,1
28,24493,43215,568,16,0.5040276620339506,Female,Asian,0
40,144023,43897,675,37,0.27246074993689495,Female,Asian,1
43,70085,10850,303,35,0.2409272158283563,Male,Asian,0
51,54228,25588,437,0,0.462583828935611,Female,Hispanic,0
63,99676,45214,530,17,0.3985037393471843,Female,Black,0
51,71875,16949,828,8,0.46362909531998486,Male,Hispanic,1
46,51655,13519,351,12,0.2293284650296184,Male,Black,0
21,63472,31375,624,39,0.2935662654535962,Female,Asian,0
34,69437,38082,576,14,0.06711836850312745,Male,Asian,1
52,69416,16737,835,3,0.04182109781776458,Male,Hispanic,1
30,79711,6134,785,32,0.20276570373841302,Female,White,1
58,26816,15938,815,23,0.059397487464436606,Female,Asian,1
56,97175,29486,451,35,0.08301976690779256,Male,White,1
32,84307,31096,782,9,0.6503427243151497,Female,Black,1
46,132728,46115,558,35,0.031098957613351443,Male,Hispanic,1
46,66733,10592,623,19,0.5271542351477942,Male,White,1
28,148202,23108,467,10,0.21804619905232042,Female,White,1
69,115028,22270,609,11,0.6972365445665012,Female,Asian,0
49,136450,32649,778,17,0.38799382766199964,Male,White,1
19,31240,15997,355,29,0.2444611674622606,Male,White,0
64,118234,38489,772,36,0.4141111485515476,Male,Black,1
31,112493,14104,595,19,0.3055664152362151,Female,Hispanic,0
37,145149,5870,760,24,0.4514408517358642,Male,Asian,1
39,118344,33684,623,11,0.09162629466107859,Female,Asian,0
28,91363,44519,440,20,0.7975924022500409,Male,White,0
44,52762,39524,561,24,0.34044470215737405,Female,Black,0
20,28259,35957,719,10,0.27858451176589494,Male,White,1
34,70139,38885,540,8,0.5681678786530119,Female,White,0
61,148775,49369,654,24,0.291119525196266,Male,Asian,1
45,34849,40596,479,34,0.6666194440230062,Male,White,0
46,101768,34866,365,31,0.3634165794883402,Male,White,0
38,126108,35676,647,13,0.575646730612348,Male,Black,0
64,109709,18878,470,0,0.08596257315350925,Female,Asian,0
33,74869,44760,773,16,0.6768953484440895,Female,Hispanic,1
54,146888,32559,833,24,0.5885743894224879,Female,Black,1
37,83095,11771,666,7,0.16937342276957257,Female,Black,0
23,137886,21526,406,4,0.11622880779662932,Female,Black,0
36,90910,34896,738,4,0.2530338789804995,Male,Asian,1
22,106710,36923,526,34,0.7808564688255235,Female,White,0
20,43567,41203,743,18,0.20546525965364693,Female,Hispanic,1
18,55292,44390,741,22,0.36490176715730666,Female,Asian,0
55,94813,17852,695,8,0.02401618057386905,Female,White,1
32,117136,48391,383,29,0.317782023652986,Male,Black,1
51,71631,6848,312,15,0.4570560123464822,Male,Asian,0
52,29885,36027,792,32,0.7624996900063721,Male,White,1
66,79659,40464,567,1,0.41338883595205156,Male,Hispanic,0
42,74306,39485,824,13,0.6552858609421502,Female,Hispanic,1
41,86314,24456,419,0,0.4377021140551205,Female,White,0
29,85087,14259,652,25,0.03262801074841448,Male,Asian,1
35,49165,40554,356,24,0.25200662015181924,Male,Black,0
32,78929,18409,339,15,0.4604396062648826,Female,White,0
61,87028,8791,635,14,0.7604751727448995,Female,Black,0
33,115998,30864,472,25,0.6873042878009867,Male,Hispanic,0
44,69812,41639,846,15,0.18268449134307813,Male,White,1
25,70500,39574,558,13,0.17608786401533083,Male,Hispanic,1
63,99151,22888,816,28,0.16093837369112063,Male,Black,1
42,78643,24692,822,23,0.7379991170420026,Female,Black,0
34,64900,28501,416,14,0.6821329224813766,Female,White,1
46,62946,18304,483,18,0.619906745802359,Female,White,1
25,27851,32527,415,7,0.3141880913793821,Male,White,0
32,36288,23074,461,33,0.4035045634390135,Female,Hispanic,0
44,92692,20549,842,1,0.37146539583612226,Female,Black,1
63,87580,34963,536,26,0.20271848604749812,Male,Black,0
67,27368,30920,365,9,0.4040224369190136,Male,Hispanic,0
69,105436,35826,369,34,0.02439723828220357,Male,White,1
24,116136,41071,746,22,0.10544829879796734,Male,Asian,1
20,66403,21061,715,7,0.7092716769351571,Male,White,1
